Nucleos,TickNumero,TiempoSecuencialMs,TiempoParaleloMs,Speedup,Eficiencia,DecisionesPorSegundo,PorcentajeLock,PrecioOro,SaldoPortafolio,Timestamp
1,436,10,2,5.0000,5.0000,1000.00,0.00,3031.61,10000.00,2026-04-18T15:49:47.8040599Z
1,437,1,1,1.0000,1.0000,1500.00,0.00,3022.06,9821.92,2026-04-18T15:49:49.8213675Z
1,438,1,1,1.0000,1.0000,1500.00,0.00,3041.99,9479.56,2026-04-18T15:49:51.8281875Z
1,439,1,1,1.0000,1.0000,1500.00,0.00,3070.32,9286.60,2026-04-18T15:49:53.8392319Z
1,440,1,1,1.0000,1.0000,1500.00,0.00,3069.74,9157.61,2026-04-18T15:49:55.8410109Z
1,441,1,1,1.0000,1.0000,1500.00,0.00,3118.00,8789.83,2026-04-18T15:49:57.8425360Z
1,442,1,1,1.0000,1.0000,1500.00,0.00,3102.25,8493.23,2026-04-18T15:49:59.8541555Z
1,443,1,1,1.0000,1.0000,1500.00,0.00,3068.22,7483.81,2026-04-18T15:50:01.8565427Z
1,444,1,1,1.0000,1.0000,1500.00,0.00,3094.91,7042.14,2026-04-18T15:50:03.8638898Z
1,445,1,1,1.0000,1.0000,1500.00,0.00,3141.73,6341.09,2026-04-18T15:50:05.8749110Z
1,446,1,1,1.0000,1.0000,1500.00,0.00,3184.36,6157.04,2026-04-18T15:50:07.8790016Z
1,447,1,1,1.0000,1.0000,1500.00,0.00,3212.28,5429.34,2026-04-18T15:50:09.8880279Z
1,448,1,1,1.0000,1.0000,1500.00,0.00,3187.10,5187.68,2026-04-18T15:50:11.8983655Z
1,449,1,1,1.0000,1.0000,1500.00,0.00,3212.51,4408.07,2026-04-18T15:50:13.9085557Z
1,450,1,1,1.0000,1.0000,1500.00,0.00,3193.24,3568.80,2026-04-18T15:50:15.9219220Z
1,451,1,1,1.0000,1.0000,1500.00,0.00,3157.06,3059.23,2026-04-18T15:50:17.9351142Z
1,452,1,1,1.0000,1.0000,1500.00,0.00,3165.51,2465.16,2026-04-18T15:50:19.9407382Z
1,453,1,1,1.0000,1.0000,1500.00,0.00,3195.45,1669.37,2026-04-18T15:50:21.9419193Z
1,454,1,1,1.0000,1.0000,1500.00,0.00,3152.51,728.34,2026-04-18T15:50:23.9480030Z
1,455,1,1,1.0000,1.0000,1500.00,0.00,3152.75,272.70,2026-04-18T15:50:25.9566354Z
1,456,1,1,1.0000,1.0000,1500.00,0.00,3131.83,114.31,2026-04-18T15:50:27.9680485Z
1,457,1,1,1.0000,1.0000,1500.00,0.00,3160.31,-164.91,2026-04-18T15:50:29.9777355Z
1,458,1,1,1.0000,1.0000,1500.00,0.00,3170.08,-585.47,2026-04-18T15:50:31.9782169Z
1,459,1,1,1.0000,1.0000,1500.00,0.00,3161.39,-548.25,2026-04-18T15:50:33.9807416Z
1,460,1,1,1.0000,1.0000,1500.00,0.00,3132.46,-808.07,2026-04-18T15:50:35.9854700Z
