Nucleos,TickNumero,TiempoSecuencialMs,TiempoParaleloMs,Speedup,Eficiencia,DecisionesPorSegundo,PorcentajeLock,PrecioOro,SaldoPortafolio,Timestamp
1,438,11,3,3.6667,3.6667,750.00,0.00,3229.76,10000.00,2026-04-18T00:55:44.9374278Z
1,439,1,1,1.0000,1.0000,1500.00,0.00,3189.65,9503.99,2026-04-18T00:55:46.9508377Z
1,440,1,1,1.0000,1.0000,1500.00,0.00,3198.37,8653.70,2026-04-18T00:55:48.9618315Z
1,441,1,1,1.0000,1.0000,1500.00,0.00,3214.14,8462.27,2026-04-18T00:55:50.9723614Z
1,442,1,1,1.0000,1.0000,1500.00,0.00,3255.32,7982.69,2026-04-18T00:55:52.9783027Z
1,443,1,1,1.0000,1.0000,1500.00,0.00,3219.00,7684.19,2026-04-18T00:55:54.9921562Z
1,444,1,1,1.0000,1.0000,1500.00,0.00,3208.64,7726.39,2026-04-18T00:55:56.9931216Z
1,445,1,1,1.0000,1.0000,1500.00,0.00,3247.93,6849.28,2026-04-18T00:55:59.0022830Z
1,446,1,1,1.0000,1.0000,1500.00,0.00,3250.44,6740.37,2026-04-18T00:56:01.0044640Z
1,447,1,1,1.0000,1.0000,1500.00,0.00,3206.44,6377.30,2026-04-18T00:56:03.0183825Z
1,448,1,1,1.0000,1.0000,1500.00,0.00,3231.34,5652.64,2026-04-18T00:56:05.0210130Z
1,449,1,1,1.0000,1.0000,1500.00,0.00,3227.94,5676.55,2026-04-18T00:56:07.0213658Z
1,450,1,1,1.0000,1.0000,1500.00,0.00,3224.58,5719.47,2026-04-18T00:56:09.0305567Z
1,451,1,1,1.0000,1.0000,1500.00,0.00,3262.84,4984.88,2026-04-18T00:56:11.0398873Z
1,452,1,1,1.0000,1.0000,1500.00,0.00,3265.61,4556.10,2026-04-18T00:56:13.0530414Z
1,453,1,1,1.0000,1.0000,1500.00,0.00,3282.77,4423.26,2026-04-18T00:56:15.0612408Z
1,454,1,1,1.0000,1.0000,1500.00,0.00,3234.71,3375.05,2026-04-18T00:56:17.0655246Z
1,455,1,1,1.0000,1.0000,1500.00,0.00,3280.05,2388.00,2026-04-18T00:56:19.0756349Z
1,456,1,1,1.0000,1.0000,1500.00,0.00,3231.23,1471.93,2026-04-18T00:56:21.0897117Z
1,457,1,1,1.0000,1.0000,1500.00,0.00,3228.16,953.44,2026-04-18T00:56:23.1027164Z
1,458,1,1,1.0000,1.0000,1500.00,0.00,3233.69,996.34,2026-04-18T00:56:25.1145330Z
1,459,1,1,1.0000,1.0000,1500.00,0.00,3265.40,682.10,2026-04-18T00:56:27.1278120Z
1,460,1,1,1.0000,1.0000,1500.00,0.00,3289.09,393.50,2026-04-18T00:56:29.1396875Z
1,461,1,1,1.0000,1.0000,1500.00,0.00,3278.51,292.50,2026-04-18T00:56:31.1537864Z
1,462,1,1,1.0000,1.0000,1500.00,0.00,3327.47,-294.08,2026-04-18T00:56:33.1597211Z
1,463,1,1,1.0000,1.0000,1500.00,0.00,3308.45,-1249.88,2026-04-18T00:56:35.1740326Z
1,464,1,1,1.0000,1.0000,1500.00,0.00,3301.52,-1406.85,2026-04-18T00:56:37.1792565Z
1,465,1,1,1.0000,1.0000,1500.00,0.00,3259.45,-1911.70,2026-04-18T00:56:39.1802395Z
1,466,1,1,1.0000,1.0000,1500.00,0.00,3230.40,-2282.01,2026-04-18T00:56:41.1930631Z
1,467,1,1,1.0000,1.0000,1500.00,0.00,3202.54,-2887.96,2026-04-18T00:56:43.1930859Z
1,468,1,1,1.0000,1.0000,1500.00,0.00,3219.99,-2880.71,2026-04-18T00:56:45.1960043Z
1,469,1,1,1.0000,1.0000,1500.00,0.00,3255.37,-4101.99,2026-04-18T00:56:47.2019979Z
1,470,1,1,1.0000,1.0000,1500.00,0.00,3294.04,-4251.75,2026-04-18T00:56:49.2076384Z
1,471,1,1,1.0000,1.0000,1500.00,0.00,3261.54,-5371.36,2026-04-18T00:56:51.2179137Z
1,472,1,1,1.0000,1.0000,1500.00,0.00,3218.90,-6603.99,2026-04-18T00:56:53.2246663Z
1,473,1,1,1.0000,1.0000,1500.00,0.00,3244.51,-6909.82,2026-04-18T00:56:55.2281322Z
1,474,1,1,1.0000,1.0000,1500.00,0.00,3256.34,-6986.89,2026-04-18T00:56:57.2308892Z
