Nucleos,TickNumero,TiempoSecuencialMs,TiempoParaleloMs,Speedup,Eficiencia,DecisionesPorSegundo,PorcentajeLock,PrecioOro,SaldoPortafolio,Timestamp
1,101,10,3,3.3333,3.3333,750.00,0.00,4795.68,10000.00,2026-04-17T04:14:44.1761540Z
1,102,1,1,1.0000,1.0000,1500.00,0.00,4795.65,10000.22,2026-04-17T04:14:45.2763446Z
1,103,1,1,1.0000,1.0000,1500.00,0.00,4795.64,10001.28,2026-04-17T04:14:46.3736717Z
1,104,1,1,1.0000,1.0000,1500.00,0.00,4795.64,10001.35,2026-04-17T04:14:47.4709303Z
1,105,1,1,1.0000,1.0000,1500.00,0.00,4795.64,10001.44,2026-04-17T04:14:48.5639987Z
1,106,1,1,1.0000,1.0000,1500.00,0.00,4795.64,10001.54,2026-04-17T04:14:49.6550766Z
1,107,1,1,1.0000,1.0000,1500.00,0.00,4794.94,10008.42,2026-04-17T04:14:50.7512039Z
1,389,1,1,1.0000,1.0000,1500.00,0.00,4795.72,10023.22,2026-04-17T04:20:00.6851606Z
1,390,1,1,1.0000,1.0000,1500.00,0.00,4795.82,10024.24,2026-04-17T04:20:01.7807914Z
1,391,1,1,1.0000,1.0000,1500.00,0.00,4795.82,10025.24,2026-04-17T04:20:02.8745930Z
1,392,1,1,1.0000,1.0000,1500.00,0.00,4795.82,10025.28,2026-04-17T04:20:03.9797181Z
1,393,1,1,1.0000,1.0000,1500.00,0.00,4795.82,10025.30,2026-04-17T04:20:05.0856465Z
1,394,1,1,1.0000,1.0000,1500.00,0.00,4795.82,10025.30,2026-04-17T04:20:06.1916956Z
1,395,1,1,1.0000,1.0000,1500.00,0.00,4795.34,10030.11,2026-04-17T04:20:07.2841201Z
1,396,1,1,1.0000,1.0000,1500.00,0.00,4795.34,10034.91,2026-04-17T04:20:08.3764178Z
1,397,1,1,1.0000,1.0000,1500.00,0.00,4795.58,10036.02,2026-04-17T04:20:09.4704731Z
1,398,1,1,1.0000,1.0000,1500.00,0.00,4795.58,10036.54,2026-04-17T04:20:10.5694827Z
1,399,1,1,1.0000,1.0000,1500.00,0.00,4795.58,10041.03,2026-04-17T04:20:11.6730300Z
1,400,1,1,1.0000,1.0000,1500.00,0.00,4795.72,10042.00,2026-04-17T04:20:12.7703955Z
1,401,1,1,1.0000,1.0000,1500.00,0.00,4795.70,10042.20,2026-04-17T04:20:13.8641429Z
1,402,1,1,1.0000,1.0000,1500.00,0.00,4795.70,10043.80,2026-04-17T04:20:14.9561882Z
1,403,1,1,1.0000,1.0000,1500.00,0.00,4795.70,10045.36,2026-04-17T04:20:16.0598548Z
1,404,1,1,1.0000,1.0000,1500.00,0.00,4795.70,10045.58,2026-04-17T04:20:17.1545250Z
1,405,1,1,1.0000,1.0000,1500.00,0.00,4795.61,10046.28,2026-04-17T04:20:18.2476759Z
1,406,1,1,1.0000,1.0000,1500.00,0.00,4795.61,10047.18,2026-04-17T04:20:19.3435941Z
1,407,1,1,1.0000,1.0000,1500.00,0.00,4795.61,10048.28,2026-04-17T04:20:20.4350366Z
1,408,1,1,1.0000,1.0000,1500.00,0.00,4795.62,10049.48,2026-04-17T04:20:21.5285725Z
1,409,1,1,1.0000,1.0000,1500.00,0.00,4795.62,10049.55,2026-04-17T04:20:22.6247666Z
1,410,1,1,1.0000,1.0000,1500.00,0.00,4795.72,10050.45,2026-04-17T04:20:23.7278824Z
1,411,1,1,1.0000,1.0000,1500.00,0.00,4795.72,10051.50,2026-04-17T04:20:24.8204939Z
1,412,1,1,1.0000,1.0000,1500.00,0.00,4795.72,10051.50,2026-04-17T04:20:25.9142022Z
1,413,1,1,1.0000,1.0000,1500.00,0.00,4795.72,10051.74,2026-04-17T04:20:27.0066309Z
1,414,1,1,1.0000,1.0000,1500.00,0.00,4795.72,10052.74,2026-04-17T04:20:28.1021401Z
1,415,1,1,1.0000,1.0000,1500.00,0.00,4795.72,10052.91,2026-04-17T04:20:29.1937985Z
1,416,1,1,1.0000,1.0000,1500.00,0.00,4795.72,10053.06,2026-04-17T04:20:30.2989182Z
1,417,1,1,1.0000,1.0000,1500.00,0.00,4795.72,10053.20,2026-04-17T04:20:31.3957683Z
1,418,1,1,1.0000,1.0000,1500.00,0.00,4795.72,10053.20,2026-04-17T04:20:32.4876742Z
1,419,1,1,1.0000,1.0000,1500.00,0.00,4795.94,10055.51,2026-04-17T04:20:33.5837012Z
1,420,1,1,1.0000,1.0000,1500.00,0.00,4795.84,10058.71,2026-04-17T04:20:34.6797612Z
1,421,1,1,1.0000,1.0000,1500.00,0.00,4795.72,10062.14,2026-04-17T04:20:35.7748309Z
1,422,1,1,1.0000,1.0000,1500.00,0.00,4795.72,10064.36,2026-04-17T04:20:36.8745994Z
1,423,1,1,1.0000,1.0000,1500.00,0.00,4795.72,10066.59,2026-04-17T04:20:37.9738542Z
1,424,1,1,1.0000,1.0000,1500.00,0.00,4795.42,10069.62,2026-04-17T04:20:39.0703553Z
1,425,1,1,1.0000,1.0000,1500.00,0.00,4795.42,10070.45,2026-04-17T04:20:40.1654850Z
1,426,1,1,1.0000,1.0000,1500.00,0.00,4795.42,10070.79,2026-04-17T04:20:41.2597365Z
1,427,1,1,1.0000,1.0000,1500.00,0.00,4795.68,10077.06,2026-04-17T04:20:42.3559611Z
1,428,1,1,1.0000,1.0000,1500.00,0.00,4795.68,10080.51,2026-04-17T04:20:43.4496047Z
1,429,1,1,1.0000,1.0000,1500.00,0.00,4795.68,10080.52,2026-04-17T04:20:44.5473552Z
1,430,1,1,1.0000,1.0000,1500.00,0.00,4795.68,10080.53,2026-04-17T04:20:45.6407542Z
1,431,1,1,1.0000,1.0000,1500.00,0.00,4795.68,10080.55,2026-04-17T04:20:46.7338314Z
1,432,1,1,1.0000,1.0000,1500.00,0.00,4795.56,10081.85,2026-04-17T04:20:47.8374938Z
1,433,1,1,1.0000,1.0000,1500.00,0.00,4795.56,10083.05,2026-04-17T04:20:48.9430620Z
1,434,1,1,1.0000,1.0000,1500.00,0.00,4795.56,10084.52,2026-04-17T04:20:50.0391973Z
1,435,1,1,1.0000,1.0000,1500.00,0.00,4795.56,10084.81,2026-04-17T04:20:51.1332175Z
1,436,1,1,1.0000,1.0000,1500.00,0.00,4795.56,10086.01,2026-04-17T04:20:52.2258110Z
1,437,1,1,1.0000,1.0000,1500.00,0.00,4795.32,10088.23,2026-04-17T04:20:53.3229767Z
1,438,1,1,1.0000,1.0000,1500.00,0.00,4795.44,10089.74,2026-04-17T04:20:54.4190641Z
1,439,1,1,1.0000,1.0000,1500.00,0.00,4795.44,10090.24,2026-04-17T04:20:55.5160583Z
1,440,1,1,1.0000,1.0000,1500.00,0.00,4795.44,10090.67,2026-04-17T04:20:56.6144662Z
1,441,1,1,1.0000,1.0000,1500.00,0.00,4795.35,10093.47,2026-04-17T04:20:57.7109236Z
1,442,1,1,1.0000,1.0000,1500.00,0.00,4795.34,10094.15,2026-04-17T04:20:58.8077174Z
1,443,1,1,1.0000,1.0000,1500.00,0.00,4795.34,10094.41,2026-04-17T04:20:59.9125720Z
1,444,1,1,1.0000,1.0000,1500.00,0.00,4795.34,10094.91,2026-04-17T04:21:01.0084965Z
1,445,1,1,1.0000,1.0000,1500.00,0.00,4795.00,10098.80,2026-04-17T04:21:02.0996406Z
1,446,1,1,1.0000,1.0000,1500.00,0.00,4794.66,10098.82,2026-04-17T04:21:03.1917136Z
1,447,1,1,1.0000,1.0000,1500.00,0.00,4794.86,10099.17,2026-04-17T04:21:04.2845498Z
1,448,1,1,1.0000,1.0000,1500.00,0.00,4794.86,10105.87,2026-04-17T04:21:05.3762152Z
1,449,1,1,1.0000,1.0000,1500.00,0.00,4794.86,10111.51,2026-04-17T04:21:06.4721869Z
1,450,1,1,1.0000,1.0000,1500.00,0.00,4794.86,10112.89,2026-04-17T04:21:07.5647879Z
1,451,1,1,1.0000,1.0000,1500.00,0.00,4794.86,10113.62,2026-04-17T04:21:08.6576445Z
1,452,1,1,1.0000,1.0000,1500.00,0.00,4794.86,10114.24,2026-04-17T04:21:09.7546145Z
1,453,1,1,1.0000,1.0000,1500.00,0.00,4794.74,10116.47,2026-04-17T04:21:10.8455055Z
1,454,1,1,1.0000,1.0000,1500.00,0.00,4794.74,10117.67,2026-04-17T04:21:11.9410712Z
1,455,1,1,1.0000,1.0000,1500.00,0.00,4794.84,10117.82,2026-04-17T04:21:13.0329653Z
1,456,1,1,1.0000,1.0000,1500.00,0.00,4794.84,10118.55,2026-04-17T04:21:14.1266289Z
1,457,1,1,1.0000,1.0000,1500.00,0.00,4794.84,10118.63,2026-04-17T04:21:15.2252823Z
1,458,1,1,1.0000,1.0000,1500.00,0.00,4794.84,10119.85,2026-04-17T04:21:16.3288787Z
1,459,1,1,1.0000,1.0000,1500.00,0.00,4794.84,10119.88,2026-04-17T04:21:17.4241999Z
1,460,1,1,1.0000,1.0000,1500.00,0.00,4794.54,10122.88,2026-04-17T04:21:18.7247218Z
1,461,1,1,1.0000,1.0000,1500.00,0.00,4794.54,10125.88,2026-04-17T04:21:19.8162623Z
1,462,1,1,1.0000,1.0000,1500.00,0.00,4794.64,10127.11,2026-04-17T04:21:20.9181259Z
1,463,1,1,1.0000,1.0000,1500.00,0.00,4794.64,10130.50,2026-04-17T04:21:22.0128427Z
1,464,1,1,1.0000,1.0000,1500.00,0.00,4794.48,10131.82,2026-04-17T04:21:23.1145962Z
1,465,1,1,1.0000,1.0000,1500.00,0.00,4794.48,10133.39,2026-04-17T04:21:24.2152537Z
1,466,1,1,1.0000,1.0000,1500.00,0.00,4794.48,10133.83,2026-04-17T04:21:25.3199132Z
1,467,1,1,1.0000,1.0000,1500.00,0.00,4794.48,10134.59,2026-04-17T04:21:26.4090611Z
1,468,1,1,1.0000,1.0000,1500.00,0.00,4794.48,10134.97,2026-04-17T04:21:27.5048670Z
1,469,1,1,1.0000,1.0000,1500.00,0.00,4794.48,10135.61,2026-04-17T04:21:28.6103054Z
1,470,1,1,1.0000,1.0000,1500.00,0.00,4794.34,10137.59,2026-04-17T04:21:29.7060233Z
1,471,1,1,1.0000,1.0000,1500.00,0.00,4794.16,10140.32,2026-04-17T04:21:30.7973284Z
1,472,1,1,1.0000,1.0000,1500.00,0.00,4794.16,10140.71,2026-04-17T04:21:31.8968896Z
1,473,1,1,1.0000,1.0000,1500.00,0.00,4794.16,10141.15,2026-04-17T04:21:32.9953318Z
1,474,1,1,1.0000,1.0000,1500.00,0.00,4794.16,10144.41,2026-04-17T04:21:34.0866623Z
1,475,1,1,1.0000,1.0000,1500.00,0.00,4794.18,10145.29,2026-04-17T04:21:35.1836384Z
1,476,1,1,1.0000,1.0000,1500.00,0.00,4794.18,10145.75,2026-04-17T04:21:36.2895632Z
1,477,1,1,1.0000,1.0000,1500.00,0.00,4794.18,10146.17,2026-04-17T04:21:37.3819194Z
1,478,1,1,1.0000,1.0000,1500.00,0.00,4794.18,10146.90,2026-04-17T04:21:38.4877529Z
1,479,1,1,1.0000,1.0000,1500.00,0.00,4794.18,10147.53,2026-04-17T04:21:39.5850644Z
1,480,1,1,1.0000,1.0000,1500.00,0.00,4794.24,10148.19,2026-04-17T04:21:40.6759831Z
1,481,1,1,1.0000,1.0000,1500.00,0.00,4794.24,10148.26,2026-04-17T04:21:41.7736162Z
1,482,1,1,1.0000,1.0000,1500.00,0.00,4794.24,10148.34,2026-04-17T04:21:42.8670049Z
1,483,1,1,1.0000,1.0000,1500.00,0.00,4794.26,10148.88,2026-04-17T04:21:43.9581059Z
1,484,1,1,1.0000,1.0000,1500.00,0.00,4794.26,10148.98,2026-04-17T04:21:45.0544873Z
1,485,1,1,1.0000,1.0000,1500.00,0.00,4794.14,10150.43,2026-04-17T04:21:46.1464256Z
1,486,1,1,1.0000,1.0000,1500.00,0.00,4794.14,10151.55,2026-04-17T04:21:47.2371629Z
1,487,1,1,1.0000,1.0000,1500.00,0.00,4794.14,10152.95,2026-04-17T04:21:48.3349470Z
1,488,1,1,1.0000,1.0000,1500.00,0.00,4794.06,10153.69,2026-04-17T04:21:49.4278731Z
1,489,1,1,1.0000,1.0000,1500.00,0.00,4794.06,10153.84,2026-04-17T04:21:50.5212735Z
1,490,1,1,1.0000,1.0000,1500.00,0.00,4794.06,10154.21,2026-04-17T04:21:51.6125818Z
