Nucleos,TickNumero,TiempoSecuencialMs,TiempoParaleloMs,Speedup,Eficiencia,DecisionesPorSegundo,PorcentajeLock,PrecioOro,SaldoPortafolio,Timestamp
1,14,9,2,4.5000,4.5000,1000.00,0.00,3040.21,10000.00,2026-04-18T02:30:53.7125297Z
1,15,1,1,1.0000,1.0000,1500.00,0.00,3065.05,9677.85,2026-04-18T02:30:55.7240609Z
1,16,1,1,1.0000,1.0000,1500.00,0.00,3020.15,8648.18,2026-04-18T02:30:57.7286409Z
1,17,1,1,1.0000,1.0000,1500.00,0.00,2995.14,8421.67,2026-04-18T02:30:59.7299171Z
1,18,1,1,1.0000,1.0000,1500.00,0.00,2959.51,8111.74,2026-04-18T02:31:01.7392173Z
1,19,1,1,1.0000,1.0000,1500.00,0.00,2914.59,7743.97,2026-04-18T02:31:03.7487257Z
1,20,1,1,1.0000,1.0000,1500.00,0.00,2886.43,7591.05,2026-04-18T02:31:05.7498347Z
1,21,1,1,1.0000,1.0000,1500.00,0.00,2843.30,6786.90,2026-04-18T02:31:07.7627276Z
1,22,1,1,1.0000,1.0000,1500.00,0.00,2800.00,5021.33,2026-04-18T02:31:09.7665460Z
1,23,1,1,1.0000,1.0000,1500.00,0.00,2800.00,3864.05,2026-04-18T02:31:11.7814097Z
1,24,1,1,1.0000,1.0000,1500.00,0.00,2800.00,2716.36,2026-04-18T02:31:13.7950015Z
1,25,1,1,1.0000,1.0000,1500.00,0.00,2841.35,2582.95,2026-04-18T02:31:15.8059741Z
1,26,1,1,1.0000,1.0000,1500.00,0.00,2853.01,2318.00,2026-04-18T02:31:17.8172638Z
1,27,1,1,1.0000,1.0000,1500.00,0.00,2846.71,1669.86,2026-04-18T02:31:19.8187465Z
1,28,1,1,1.0000,1.0000,1500.00,0.00,2826.44,883.90,2026-04-18T02:31:21.8266974Z
1,29,1,1,1.0000,1.0000,1500.00,0.00,2800.00,673.97,2026-04-18T02:31:23.8390845Z
