Nucleos,TickNumero,TiempoSecuencialMs,TiempoParaleloMs,Speedup,Eficiencia,DecisionesPorSegundo,PorcentajeLock,PrecioOro,SaldoPortafolio,Timestamp
1,357,12,3,4.0000,4.0000,750.00,0.00,4790.84,10000.00,2026-04-17T02:35:52.8485491Z
1,358,1,1,1.0000,1.0000,1500.00,0.00,4790.84,10000.09,2026-04-17T02:35:54.9521799Z
1,359,1,1,1.0000,1.0000,1500.00,0.00,4791.01,10000.69,2026-04-17T02:35:57.0599205Z
1,360,1,1,1.0000,1.0000,1500.00,0.00,4791.04,10000.93,2026-04-17T02:35:59.1606183Z
1,361,1,1,1.0000,1.0000,1500.00,0.00,4791.06,10000.97,2026-04-17T02:36:01.2545736Z
1,362,1,1,1.0000,1.0000,1500.00,0.00,4791.64,10006.45,2026-04-17T02:36:03.3566224Z
1,363,1,1,1.0000,1.0000,1500.00,0.00,4791.34,10010.15,2026-04-17T02:36:05.4622105Z
1,364,1,1,1.0000,1.0000,1500.00,0.00,4791.58,10013.80,2026-04-17T02:36:07.5635883Z
1,365,1,1,1.0000,1.0000,1500.00,0.00,4791.44,10014.17,2026-04-17T02:36:09.6626948Z
1,366,1,1,1.0000,1.0000,1500.00,0.00,4791.43,10015.37,2026-04-17T02:36:11.7662240Z
1,367,1,1,1.0000,1.0000,1500.00,0.00,4791.34,10017.19,2026-04-17T02:36:13.8572876Z
1,368,1,1,1.0000,1.0000,1500.00,0.00,4791.50,10019.64,2026-04-17T02:36:15.9549748Z
1,369,1,1,1.0000,1.0000,1500.00,0.00,4791.86,10024.46,2026-04-17T02:36:18.0556295Z
1,370,1,1,1.0000,1.0000,1500.00,0.00,4791.64,10031.17,2026-04-17T02:36:20.1492552Z
1,371,1,1,1.0000,1.0000,1500.00,0.00,4791.32,10038.91,2026-04-17T02:36:22.2407749Z
1,372,1,1,1.0000,1.0000,1500.00,0.00,4791.44,10040.07,2026-04-17T02:36:24.3357591Z
1,373,1,1,1.0000,1.0000,1500.00,0.00,4791.48,10045.10,2026-04-17T02:36:26.4355699Z
1,374,1,1,1.0000,1.0000,1500.00,0.00,4791.52,10050.17,2026-04-17T02:36:28.5396434Z
1,375,1,1,1.0000,1.0000,1500.00,0.00,4791.48,10053.18,2026-04-17T02:36:30.6417263Z
1,376,1,1,1.0000,1.0000,1500.00,0.00,4791.42,10055.50,2026-04-17T02:36:32.7443007Z
1,377,1,1,1.0000,1.0000,1500.00,0.00,4791.55,10056.89,2026-04-17T02:36:34.8386161Z
1,378,1,1,1.0000,1.0000,1500.00,0.00,4792.12,10063.05,2026-04-17T02:36:36.9334356Z
1,379,1,1,1.0000,1.0000,1500.00,0.00,4791.83,10072.31,2026-04-17T02:36:39.0240428Z
1,380,1,1,1.0000,1.0000,1500.00,0.00,4791.92,10072.75,2026-04-17T02:36:41.1253523Z
1,381,1,1,1.0000,1.0000,1500.00,0.00,4792.26,10077.28,2026-04-17T02:36:43.2215379Z
1,382,1,1,1.0000,1.0000,1500.00,0.00,4792.48,10081.19,2026-04-17T02:36:45.3196174Z
1,383,1,1,1.0000,1.0000,1500.00,0.00,4792.40,10083.09,2026-04-17T02:36:47.4126825Z
1,384,1,1,1.0000,1.0000,1500.00,0.00,4792.41,10084.20,2026-04-17T02:36:49.5162438Z
1,385,1,1,1.0000,1.0000,1500.00,0.00,4792.40,10085.54,2026-04-17T02:36:51.6089841Z
1,386,1,1,1.0000,1.0000,1500.00,0.00,4792.71,10086.85,2026-04-17T02:36:53.7063483Z
1,387,1,1,1.0000,1.0000,1500.00,0.00,4792.50,10087.32,2026-04-17T02:36:55.7973570Z
1,388,1,1,1.0000,1.0000,1500.00,0.00,4792.15,10093.79,2026-04-17T02:36:57.8999439Z
1,389,1,1,1.0000,1.0000,1500.00,0.00,4792.24,10099.21,2026-04-17T02:37:00.0039474Z
1,390,1,1,1.0000,1.0000,1500.00,0.00,4792.22,10103.93,2026-04-17T02:37:02.1000783Z
1,391,1,1,1.0000,1.0000,1500.00,0.00,4792.35,10110.48,2026-04-17T02:37:04.1941366Z
1,392,1,1,1.0000,1.0000,1500.00,0.00,4792.38,10111.04,2026-04-17T02:37:06.3009381Z
1,393,1,1,1.0000,1.0000,1500.00,0.00,4792.88,10116.90,2026-04-17T02:37:08.3984185Z
1,394,1,1,1.0000,1.0000,1500.00,0.00,4792.92,10117.21,2026-04-17T02:37:10.4982301Z
1,395,1,1,1.0000,1.0000,1500.00,0.00,4792.96,10124.09,2026-04-17T02:37:12.5999108Z
1,396,1,1,1.0000,1.0000,1500.00,0.00,4792.92,10131.32,2026-04-17T02:37:14.7045515Z
1,397,1,1,1.0000,1.0000,1500.00,0.00,4793.02,10133.94,2026-04-17T02:37:16.8013197Z
1,398,1,1,1.0000,1.0000,1500.00,0.00,4793.28,10138.24,2026-04-17T02:37:18.8997850Z
1,399,1,1,1.0000,1.0000,1500.00,0.00,4793.65,10144.24,2026-04-17T02:37:20.9990906Z
1,400,1,1,1.0000,1.0000,1500.00,0.00,4793.55,10146.62,2026-04-17T02:37:23.0971557Z
1,401,1,1,1.0000,1.0000,1500.00,0.00,4793.66,10152.65,2026-04-17T02:37:25.1935211Z
1,402,1,1,1.0000,1.0000,1500.00,0.00,4793.56,10159.84,2026-04-17T02:37:27.2893322Z
1,403,1,1,1.0000,1.0000,1500.00,0.00,4793.64,10162.90,2026-04-17T02:37:29.3922555Z
1,404,1,1,1.0000,1.0000,1500.00,0.00,4793.50,10165.47,2026-04-17T02:37:31.4980107Z
1,405,1,1,1.0000,1.0000,1500.00,0.00,4793.00,10171.30,2026-04-17T02:37:33.5931172Z
1,406,1,1,1.0000,1.0000,1500.00,0.00,4793.24,10173.35,2026-04-17T02:37:35.6934416Z
1,407,1,1,1.0000,1.0000,1500.00,0.00,4793.17,10173.43,2026-04-17T02:37:37.9892834Z
1,408,1,1,1.0000,1.0000,1500.00,0.00,4793.30,10175.20,2026-04-17T02:37:40.1188984Z
1,409,1,1,1.0000,1.0000,1500.00,0.00,4793.46,10177.68,2026-04-17T02:37:42.2086868Z
1,410,1,1,1.0000,1.0000,1500.00,0.00,4793.22,10179.10,2026-04-17T02:37:44.2974901Z
1,411,1,1,1.0000,1.0000,1500.00,0.00,4793.25,10179.83,2026-04-17T02:37:46.3956999Z
1,412,1,1,1.0000,1.0000,1500.00,0.00,4793.48,10182.20,2026-04-17T02:37:48.5022084Z
1,413,1,1,1.0000,1.0000,1500.00,0.00,4793.66,10184.59,2026-04-17T02:37:50.6047198Z
1,414,1,1,1.0000,1.0000,1500.00,0.00,4793.38,10191.45,2026-04-17T02:37:52.7061021Z
1,415,1,1,1.0000,1.0000,1500.00,0.00,4793.38,10191.55,2026-04-17T02:37:54.8085113Z
1,416,1,1,1.0000,1.0000,1500.00,0.00,4793.33,10194.46,2026-04-17T02:37:56.9053770Z
1,417,1,1,1.0000,1.0000,1500.00,0.00,4793.58,10199.90,2026-04-17T02:37:58.9981312Z
1,418,1,1,1.0000,1.0000,1500.00,0.00,4793.56,10200.19,2026-04-17T02:38:01.0955612Z
1,419,1,1,1.0000,1.0000,1500.00,0.00,4793.67,10201.10,2026-04-17T02:38:03.1970954Z
1,420,1,1,1.0000,1.0000,1500.00,0.00,4793.52,10202.94,2026-04-17T02:38:05.3050714Z
1,421,1,1,1.0000,1.0000,1500.00,0.00,4793.57,10203.72,2026-04-17T02:38:07.4094479Z
1,422,1,1,1.0000,1.0000,1500.00,0.00,4793.72,10206.45,2026-04-17T02:38:09.5075796Z
1,423,1,1,1.0000,1.0000,1500.00,0.00,4793.66,10206.72,2026-04-17T02:38:11.6121089Z
1,424,1,1,1.0000,1.0000,1500.00,0.00,4794.06,10211.40,2026-04-17T02:38:13.7126539Z
1,425,1,1,1.0000,1.0000,1500.00,0.00,4794.16,10211.86,2026-04-17T02:38:15.8133754Z
1,426,1,1,1.0000,1.0000,1500.00,0.00,4794.44,10214.87,2026-04-17T02:38:17.9042482Z
1,427,1,1,1.0000,1.0000,1500.00,0.00,4794.05,10219.65,2026-04-17T02:38:20.0024223Z
1,428,1,1,1.0000,1.0000,1500.00,0.00,4794.42,10222.47,2026-04-17T02:38:22.1003107Z
1,429,1,1,1.0000,1.0000,1500.00,0.00,4794.52,10225.75,2026-04-17T02:38:24.1952146Z
1,430,1,1,1.0000,1.0000,1500.00,0.00,4794.57,10226.40,2026-04-17T02:38:26.2936149Z
1,431,1,1,1.0000,1.0000,1500.00,0.00,4794.57,10230.98,2026-04-17T02:38:28.3989797Z
1,432,1,1,1.0000,1.0000,1500.00,0.00,4794.60,10231.70,2026-04-17T02:38:30.4991711Z
1,433,1,1,1.0000,1.0000,1500.00,0.00,4794.28,10236.48,2026-04-17T02:38:32.5963652Z
1,434,1,1,1.0000,1.0000,1500.00,0.00,4794.20,10237.73,2026-04-17T02:38:34.6905357Z
1,435,1,1,1.0000,1.0000,1500.00,0.00,4794.20,10238.35,2026-04-17T02:38:36.7822864Z
1,436,1,1,1.0000,1.0000,1500.00,0.00,4794.23,10238.74,2026-04-17T02:38:38.8753716Z
1,437,1,1,1.0000,1.0000,1500.00,0.00,4794.20,10238.90,2026-04-17T02:38:40.9676869Z
